,credit_card,reviews,user,comment,polarity,polarity_type
196,HDFC Bank Credit Card,documentation required this card fairly simple.,Damini,document requir thi card fairli simple.,0,Neutral
197,HDFC Bank Credit Card,international spending rewards with this card.,Sarika,intern spend reward with thi card.,0,Neutral
198,HDFC Bank Credit Card,used toll free number 1800 4332 touch with agents HDFC when some doubts related card.,Tia,use toll free number 1800 4332 touch with agent hdfc when some doubt relat card.,0.4,Positive
199,HDFC Bank Credit Card,There several golfing benefits applicable HDFC Diners Club Black card.,Kabir,there sever golf benefit applic hdfc diner club black card.,-0.166666667,Neutral
200,HDFC Bank Credit Card,"Though there rewards fuel, surcharge waiver same.",Ravin,"though there reward fuel, surcharg waiver same.",0,Neutral
201,HDFC Bank Credit Card,reward points accrued this card have validity years.,Resham,reward point accru thi card have valid years.,0,Neutral
202,HDFC Bank Credit Card,Glad that exclusive dining privileges with card.,Gaytri,glad that exclus dine privileg with card.,0.5,Positive
203,HDFC Bank Credit Card,"Super relieved with fact that this card used anytime, anywhere.",Sheena,"super reliev with fact that thi card use anytime, anywhere.",0.333333333,Positive
204,HDFC Bank Credit Card,"When lost card, team HDFC immediately helped out.",Meeta,"when lost card, team hdfc immedi help out.",0,Neutral
205,HDFC Bank Credit Card,paid reissuance lost card.,Reva,paid reissuanc lost card.,0,Neutral
206,HDFC Bank Credit Card,small amount charged cash processing this card.,Ashraf,small amount charg cash process thi card.,-0.25,Negative
207,HDFC Bank Credit Card,"happy that when exceeded limit stated bank, bear fees.",Mahi,"happi that when exceed limit state bank, bear fees.",0,Neutral
208,HDFC Bank Credit Card,paid late payment this card.,Latika,paid late payment thi card.,-0.3,Negative
209,HDFC Bank Credit Card,There small cost foreign currency markup,Kangana,there small cost foreign currenc markup,-0.1875,Neutral
210,HDFC Bank Credit Card,paid absolutely nothing charge this card.,Pammi,paid absolut noth charg thi card.,0,Neutral
211,HDFC Bank Credit Card,There nothing charged from redemption rewards.,Nutan,there noth charg from redempt rewards.,0,Neutral
212,HDFC Bank Credit Card,redeem rewards against rewards listed exclusive reward redemption catalogue Diners Club Black Credit Card.,Alekh,redeem reward against reward list exclus reward redempt catalogu diner club black credit card.,-0.166666667,Neutral
213,HDFC Bank Credit Card,Interest cost pretty only 1.99% month.,Akshara,interest cost pretti onli 1.99% month.,0,Neutral
214,HDFC Bank Credit Card,There decent renewal 5000 charged this card.,Dharam,there decent renew 5000 charg thi card.,0.166666667,Neutral
215,HDFC Bank Credit Card,small reasonable 2.5% withdrawal amount charged from,Anant,small reason 2.5% withdraw amount charg from,-0.25,Negative
216,HDFC Bank Credit Card,easy redeem reward points gifts from catalogue.,Ashraf,easi redeem reward point gift from catalogue.,0,Neutral
217,HDFC Bank Credit Card,paid cash withdrawal done with card.,Kashma,paid cash withdraw done with card.,0,Neutral
218,HDFC Bank Credit Card,"joining this card slightly higher side 10,000 INR.",Jagrit,"join thi card slightli higher side 10,000 inr.",0.25,Neutral
219,HDFC Bank Credit Card,Reward points easily redeemed miles across various airlines.,Lisa,reward point easili redeem mile across variou airlines.,0,Neutral
220,HDFC Bank Credit Card,easy accrued reward points ticket hotel bookings made through HDFC Diners Club website.,Martha,easi accru reward point ticket hotel book made through hdfc diner club website.,0,Neutral
221,HDFC Bank Credit Card,Super relieved that agents helped through entire process getting credit card.,Sarika,super reliev that agent help through entir process get credit card.,0.333333333,Positive
222,HDFC Bank Credit Card,Glad that additional charge asked more than what already conveyed.,Nupur,glad that addit charg ask more than what alreadi conveyed.,0.5,Positive
223,HDFC Bank Credit Card,supplementary card came free gift from bank.,Sudarshan,supplementari card came free gift from bank.,0.4,Positive
224,HDFC Bank Credit Card,Happy content with multitude benefits that HDFC keeps adding onto this card.,Hanan,happi content with multitud benefit that hdfc keep ad onto thi card.,0,Neutral
225,HDFC Bank Credit Card,Super satiated with array benefits coming with this card.,Soham,super satiat with array benefit come with thi card.,0.333333333,Positive
226,HDFC Bank Credit Card,some issues with card contacted team they helped immediately.,Astha,some issu with card contact team they help immediately.,0,Neutral
227,HDFC Bank Credit Card,concierge assistance very helpful especially when need some help with bookings.,Komal,concierg assist veri help especi when need some help with bookings.,0,Neutral
228,HDFC Bank Credit Card,"Since travel lot, redeemed rewards against airline ticket bookings.",Ashish,"sinc travel lot, redeem reward against airlin ticket bookings.",0,Neutral
229,HDFC Bank Credit Card,reward redemption simple hassle free with this card.,Ramita,reward redempt simpl hassl free with thi card.,0.4,Positive
230,HDFC Bank Credit Card,Simply cannot over high range benefits cost this card.,Hitakshi,simpli cannot over high rang benefit cost thi card.,0.16,Neutral
231,HDFC Bank Credit Card,Super relieved with mega benefits coming with this card.,Sushma,super reliev with mega benefit come with thi card.,0.333333333,Positive
232,HDFC Bank Credit Card,happy that withdraw money from world with this card.,Tina,happi that withdraw money from world with thi card.,0,Neutral
233,HDFC Bank Credit Card,This card fetches complimentary round golf across world.,Ashraf,thi card fetch complimentari round golf across world.,-0.2,Neutral
234,HDFC Bank Credit Card,"super easy, quick hassle free shop using this card.",Hima,"super easy, quick hassl free shop use thi card.",0.355555556,Positive
235,HDFC Bank Credit Card,Payment utility bills easy convenient with this card.,Uttara,payment util bill easi conveni with thi card.,0,Neutral
236,HDFC Bank Credit Card,Absolutely cherish flexi scheme this card.,Dinesh,absolut cherish flexi scheme thi card.,0,Neutral
237,HDFC Bank Credit Card,purchased smart home amount with card.,Bappi,purchas smart home amount with card.,0.214285714,Neutral
238,HDFC Bank Credit Card,used credit card shop laptop cashback with card.,Kabir,use credit card shop laptop cashback with card.,0,Neutral
239,HDFC Bank Credit Card,There never been card with such finance cost.,Karishma,there never been card with such financ cost.,0,Neutral
240,HDFC Bank Credit Card,glad found about this card. This perfectly rewarding cost card.,Akshita,glad found about thi card. thi perfectli reward cost card.,0.5,Positive
241,HDFC Bank Credit Card,This card offered complimentary access airport lounges.,Kapil,thi card offer complimentari access airport lounges.,0,Neutral
242,HDFC Bank Credit Card,HDFC literally bench mark other banks with this card.,Babita,hdfc liter bench mark other bank with thi card.,0,Neutral
243,HDFC Bank Credit Card,Super relieved since documentation this card easy follow.,Sujata,super reliev sinc document thi card easi follow.,0.333333333,Positive
244,HDFC Bank Credit Card,Cannot believe happy with this card. best!,Heena,cannot believ happi with thi card. best!,1,Positive
245,HDFC Bank Credit Card,Glad that HDFC agents came rescue when needed immediate card replacement.,Gayu,glad that hdfc agent came rescu when need immedi card replacement.,0.5,Positive
246,HDFC Bank Credit Card,"Super relieved offers, deals umpteen benefits available with this card.",Sohail,"super reliev offers, deal umpteen benefit avail with thi card.",0.333333333,Positive
247,HDFC Bank Credit Card,Pretty impressed with vast variety offers humongous deals applicable with this card.,Pavni,pretti impress with vast varieti offer humong deal applic with thi card.,0,Neutral
248,HDFC Bank Credit Card,This card fetched amazing deals airline booking.,Antra,thi card fetch amaz deal airlin booking.,0,Neutral
249,HDFC Bank Credit Card,Like massive benefits humongous rewards coming with this card.,Mansi,like massiv benefit humong reward come with thi card.,0,Neutral
250,HDFC Bank Credit Card,Genuinely cherish this card vivid range offers getting with,Gita,genuin cherish thi card vivid rang offer get with,0.125,Neutral
251,HDFC Bank Credit Card,Happy content with multitude benefits coming with this card.,Hans,happi content with multitud benefit come with thi card.,0,Neutral
252,HDFC Bank Credit Card,appreciate this credit card plethora benefits brings way.,Anju,appreci thi credit card plethora benefit bring way.,0,Neutral
253,HDFC Bank Credit Card,reward redemption this card best! Love,Laxmi,reward redempt thi card best! love,0.75,Positive
254,HDFC Bank Credit Card,"getting plethora lifestyle, travel hospitality benefits with this card.",Parminder,"get plethora lifestyle, travel hospit benefit with thi card.",0,Neutral
255,HDFC Bank Credit Card,"With this card, have experienced maximum savings. best card.",Jigar,"with thi card, have experienc maximum savings. best card.",1,Positive
256,HDFC Bank Credit Card,"super satiated with benefits, rewards schemes applicable this card.",Heena,"super satiat with benefits, reward scheme applic thi card.",0.333333333,Positive
257,HDFC Bank Credit Card,Redeemed reward points against Club Vistara Miles).,Rega,redeem reward point against club vistara miles).,0,Neutral
258,HDFC Bank Credit Card,happy with this credit card kind benefits brings way.,Astha,happi with thi credit card kind benefit bring way.,0.6,Positive
259,HDFC Bank Credit Card,Absolutely cherish welcome bonus reward points International transaction.,Amrit,absolut cherish welcom bonu reward point intern transaction.,0,Neutral
260,HDFC Bank Credit Card,global value program this card brings array benefits.,Jigna,global valu program thi card bring array benefits.,0,Neutral
261,HDFC Bank Credit Card,super happy with this card. fetched lowest foreign currency markup charge.,Sonia,super happi with thi card. fetch lowest foreign currenc markup charge.,0.104166667,Neutral
262,HDFC Bank Credit Card,There fuel surcharge waiver applicable card.,Sarika,there fuel surcharg waiver applic card.,0,Neutral
263,HDFC Bank Credit Card,Amazing lifestyle travel rewards come with this card.,Kishan,amaz lifestyl travel reward come with thi card.,0,Neutral
264,HDFC Bank Credit Card,Redeemed reward points against Airways (JPMiles).,Rani,redeem reward point against airway (jpmiles).,0,Neutral
265,HDFC Bank Credit Card,good deal post redemption reward points against Singapore Airlines (Kris Flyer Miles).,Yami,good deal post redempt reward point against singapor airlin (kri flyer miles).,0.7,Positive
266,HDFC Bank Credit Card,This card assures Lowest Foreign Currency Markup (Can reduced with Global Value Program i.e. cash back International transactions).,Hanan,thi card assur lowest foreign currenc markup (can reduc with global valu program i.e. cash back intern transactions).,-0.041666667,Neutral
