,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
219,HSBC Bank Credit Card,there massive variety coming way,reward,15,76,4.133333333,8,0,card,0.987151623
220,HDFC Bank Credit Card,happy offer offered hdfc bank they good benefit limit also expectation r 225000 the customer support response prompt helpful use purpose,reward,51,268,4.36,20,0.75,credit,0.998276174
221,State Bank of India Credit Card,got much online offer hence chosen the limit good whatever informed got this yearly chargeable need pay rs499 there benefit getting cash back offer well,fuel,53,275,4.46,15,0.3,credit,0.99212563
222,State Bank of India Credit Card,in applied bpcl normal in providing 5 cashback purchase said 70 litre petrol free year read paper fill petrol r 100 4 they said charge r 500 charging protection plan r 1700 informed earlier now charging annual fee r 2999 check same trying call centre people call getting connected they maintain transparency,reward,110,562,4.118181818,51,0.14,fuel,0.998226345
223,American Express Credit Card,lot flight hotel booking done,reward,16,76,3.8125,7,0,benefit,0.985814095
224,State Bank of India Credit Card,got pantaloon voucher store welcome used spring collection,reward,21,118,4.666666667,10,0.8,reward,0.995960712
225,State Bank of India Credit Card,redeemed accrued gift catalogue,reward,14,79,4.714285714,5,0,reward,0.951478004
226,HDFC Bank Credit Card,on successful signing hdfc diner got good,reward,15,81,4.466666667,4,0.73,reward,0.993033826
227,American Express Credit Card,this best it fetch good discount lifestyle category,lifestyle,15,87,4.866666667,5,0.85,credit,0.991350889
228,State Bank of India Credit Card,when spend movie departmental store dining etc earn 25 amount cashback,cashback,17,96,4.705882353,4,0,spending,0.983870685
229,State Bank of India Credit Card,this perfect people like me since make lot business travel across globe benefit lounge benefit great,reward,34,181,4.352941176,13,0.9,offer,0.99027133
230,Citibank Credit Card,this perfect holder need exclusive offer purchase,fuel,14,81,4.857142857,5,1,fuel,0.996410906
231,State Bank of India Credit Card,like rewarding bpcl especially petrol pump,reward,13,72,4.615384615,5,0.25,reward,0.998585105
232,HDFC Bank Credit Card,using hdfc almost 3 year freedom hence give voucher r 1000 overall spending exceeds r 90000 redeem voucher 7 8 retail online place use flipkart website convert cash if use birthday 10 use payzap app 5,reward,86,422,3.918604651,32,0,spending,0.966764152
233,Citibank Credit Card,on retail spending 1 point per inr 150 spent,reward,16,76,3.8125,3,-0.1,spending,0.983833492
234,HDFC Bank Credit Card,couldnt believe could vast array benefit,reward,17,89,4.294117647,7,0,card,0.959080517
235,State Bank of India Credit Card,the simply save great since one give additional movie grocery dining,reward,22,125,4.727272727,6,0.4,reward,0.995351076
236,HSBC Bank Credit Card,for spending done telecom hotel dining 6,reward,15,79,4.333333333,4,0,spending,0.993906558
237,State Bank of India Credit Card,chosen annual fee chargeable around 1500rupees also option waiver off the limit 72k it good use they provided free airport lounge access 3 time yearly basis received within 34 day using purpose getting good offer happy facility compared bank,fuel,80,424,4.3125,28,0.65,card,0.995759785
238,State Bank of India Credit Card,always liked vistara flight found exciting array club vistara membership jumped offer,reward,27,147,4.481481481,11,0.45,benefit,0.981612802
239,State Bank of India Credit Card,amazing used paying utility bill,reward,17,88,4.235294118,7,0.6,reward,0.970612943
240,HDFC Bank Credit Card,regalia hdfc bank im getting discount various website they provided airport lounge access facility upto 12 time year 2 international access 8 domestic access faced issue they enhancing limit regular basis,shopping,61,329,4.409836066,24,0,credit,0.992410302
241,American Express Credit Card,redeem accrued 600 redemption option,reward,12,70,4.916666667,4,0,reward,0.957885742
242,ICICI Bank Credit Card,on international transaction make icici 4 every 100 inr spent,reward,21,113,4.428571429,5,-0.05,reward,0.973038733
243,State Bank of India Credit Card,paid renewal it best one saving,fuel,18,85,3.777777778,8,1,credit,0.991853416
244,State Bank of India Credit Card,when used elite departmental store got good value,reward,19,98,4.210526316,5,0.7,benefit,0.98532325
245,ICICI Bank Credit Card,icici bank provided good lot offer traveling surcharge buy one one free movie ticket every month along many it also life time free cardthe convenience used payment bank,fuel,55,297,4.418181818,17,0.5,credit,0.996138811
246,State Bank of India Credit Card,provided annual ffee chargeable 500 plus gst waiver option received call time process smooth received 10 day limit low 50k expecting that since existing limit high bank given low limit cash limit 20k use regularly purpose waiver surcharge avail,fuel,82,417,4.2,31,0.11,card,0.655812979
247,Citibank Credit Card,it easy redeem happy,fuel,13,57,3.461538462,7,0.62,fuel,0.991870821
248,ICICI Bank Credit Card,on weekday recharges rewarding got 20 off,reward,12,68,4.75,5,0.5,reward,0.981331527
249,HSBC Bank Credit Card,glad opted it pretty low cost rewarding,reward,16,74,3.6875,6,0.31,card,0.994479179
250,Citibank Credit Card,amazing discount,shopping,10,58,4.9,3,0.6,credit,0.989892006
251,Citibank Credit Card,satiated impressive benefit wherein earn airmiles spending,reward,15,93,5.266666667,6,1,benefit,0.967905819
252,HSBC Bank Credit Card,glad got discount 10 electronic flipkart,shopping,16,83,4.25,7,0.5,benefit,0.989677012
253,Citibank Credit Card,this 2nd year brings amazingly fascinating scheme,reward,17,96,4.705882353,8,0.35,card,0.952374697
254,ICICI Bank Credit Card,made use used statement,reward,13,66,4.153846154,6,0,credit,0.99544102
255,State Bank of India Credit Card,like multitude offer cashbacks bringing way,cashback,17,85,4.058823529,8,0,card,0.995014191
256,State Bank of India Credit Card,redeemed 2 year getting good statement it,reward,19,95,4.052631579,7,0.7,credit,0.995549619
257,State Bank of India Credit Card,saving 5x grocery done,shopping,15,69,3.666666667,7,0,benefit,0.9891904
258,Citibank Credit Card,holding indian oil citi bank past 2 year aware either life time free annual fee the limit 68k sufficient use once taken emi conversion initial charge high prefer further generally got benefit purpose like 1 point 1 rupee surcharge waiver avail,fuel,78,385,3.948717949,24,0.09,fuel,0.995829284
259,State Bank of India Credit Card,pay inr 99 redemption accrued,reward,13,61,3.769230769,6,0,spending,0.94614929
260,HDFC Bank Credit Card,at partner portal like zomato big basket good per inr 150 spending,reward,19,100,4.315789474,3,0.35,spending,0.987051368
261,State Bank of India Credit Card,got free voucher brand like hush puppy yatra lifestyle payment welcome fee,lifestyle,19,105,4.578947368,6,0.6,benefit,0.96739018
262,HSBC Bank Credit Card,just transaction done saving inr 250,fuel,19,88,3.684210526,9,0,fuel,0.996153355
263,HDFC Bank Credit Card,amazing lifestyle travel come way,lifestyle,11,64,4.909090909,4,0.6,benefit,0.981963754
264,Standard Chartered Bank Credit Card,happy satiated gigantic benefit system,reward,13,75,4.846153846,6,0.8,card,0.983222485
265,Citibank Credit Card,every point earn indian oil city bank redeem refill,reward,20,98,3.95,6,0,fuel,0.994834006
266,HDFC Bank Credit Card,hdfc provided limit 50k holding 6 month got offer pre approved direct bank received within 20 day it life time free it money back cash limit 3k emi conversion applicable nominal charge use 2 discount big bazaar got movie ticket offer one plus one free pvr,shopping,89,413,3.869047619,24,0.18,offer,0.969527543
267,Standard Chartered Bank Credit Card,duty free store incredibly rewarding brings saving 5 cashback,cashback,17,92,4.470588235,7,0.45,reward,0.997050107
268,State Bank of India Credit Card,this good benefit helped acquire incredible cashbacks,reward,15,88,4.933333333,6,0.8,card,0.991015851
269,State Bank of India Credit Card,from supermarket watching movie spending rewarding,reward,16,98,5.1875,7,0.5,benefit,0.993385792
270,Citibank Credit Card,got 2 amazon voucher payment joining fee used speaker,shopping,18,95,4.333333333,7,0,benefit,0.962453723
271,State Bank of India Credit Card,love many bonus cashbacks,reward,15,74,4,5,0.5,benefit,0.946077585
272,State Bank of India Credit Card,only could make rewarding on spending 5x,shopping,17,89,4.294117647,4,0.25,spending,0.984785259
273,State Bank of India Credit Card,this perfect it amplified saving,fuel,13,68,4.307692308,5,1,card,0.994581759
274,Citibank Credit Card,am holding indian oil platinum citi bank if fill indian oil station need check statement annual fee use almost 3 year receive call regarding promotional offer give reminder call payment due date,reward,60,313,4.233333333,19,-0.13,fuel,0.992545307
275,State Bank of India Credit Card,this far rewarding come massive saving,fuel,15,77,4.2,7,0.2,reward,0.994118094
276,State Bank of India Credit Card,be balance transfer flexi pay scheme priority pas membership everything perfect,reward,17,115,5.823529412,4,1,card,0.987501979
277,State Bank of India Credit Card,the initial transaction 2000 inr spent granted 2000,reward,16,88,4.5625,4,-0.05,benefit,0.987919092
278,State Bank of India Credit Card,on departmental store amazing 5x,reward,13,74,4.769230769,3,0.6,benefit,0.97871834
279,State Bank of India Credit Card,using prime annual fee chargeable 1500 rupee plus gst on 2 year back applied via bank use online got good discount if spend mobile bill payment tata sky payment waiver option fee there movie ticket offer one plus one free bookmyshow free airport lounge access avail yearly 4 time,shopping,83,412,4.17721519,21,0.38,card,0.986542463
280,State Bank of India Credit Card,last financial year saving inr 1200 cost,fuel,17,79,3.705882353,7,0,fuel,0.995131016
281,HDFC Bank Credit Card,the 33 redemption value far best,reward,13,64,4,5,0.55,card,0.992855847
282,State Bank of India Credit Card,super satiated reliance trend done fetched good,reward,16,98,5.1875,5,0.52,card,0.989267409
283,State Bank of India Credit Card,glad rewarding domestic international travel,reward,12,74,5.25,6,0.25,benefit,0.98680371
284,State Bank of India Credit Card,cannot believe rewarding happy content,reward,12,68,4.75,6,0.65,reward,0.976167142
285,State Bank of India Credit Card,on refill value inr 500 1 surcharge waiver,fuel,15,71,3.8,4,0,offer,0.994215608
286,State Bank of India Credit Card,the shop n smile catalogue diverse redeemed them,reward,16,84,4.3125,4,0.3,reward,0.907813251
287,State Bank of India Credit Card,this perfect people heavy cost,fuel,11,57,4.272727273,4,0.4,card,0.994044721
288,State Bank of India Credit Card,on first cash withdrawal atm got cashback inr 100,cashback,15,69,3.666666667,5,0.25,benefit,0.988663018
289,HSBC Bank Credit Card,spending 4 lac got 5x same,reward,15,61,3.133333333,6,0,spending,0.991811037
290,Citibank Credit Card,this far rewarding ever used,reward,12,56,3.75,5,0.3,reward,0.991753578
291,American Express Credit Card,on payment joining fee inr 3500 got exciting,reward,19,96,4.105263158,7,0.3,benefit,0.985630572
292,State Bank of India Credit Card,love it brings fine variety offer,reward,15,75,4.066666667,6,0.46,card,0.992554188
293,HDFC Bank Credit Card,hdfc bank offered platinum money back since salary account got offer this life time free given good limit use purpose like travel booking bill payment more it emi option well,shopping,56,286,4.125,19,0.4,offer,0.995306909
294,State Bank of India Credit Card,on refill done value 500 inr 4000 inr got good surcharge waiver,fuel,20,93,3.7,6,0.7,benefit,0.992384315
295,State Bank of India Credit Card,there 25000 accrued used gift catalogue,shopping,22,118,4.409090909,10,0,reward,0.961198449
296,State Bank of India Credit Card,on spending railway ticket irctc valueback 10 cost 1 rp 1 inr,reward,24,111,3.666666667,8,0,spending,0.989366233
297,State Bank of India Credit Card,using 6 month got offer bank directly this free given sufficient limit mostly using grocery super market purchase this lot moreover give buy 1 1 movie ticket benefit plus getting kfc voucher,shopping,65,334,4.153846154,23,0.33,offer,0.994957447
298,State Bank of India Credit Card,never seen complete term benefit,reward,15,78,4.266666667,6,0.1,card,0.94279325
299,State Bank of India Credit Card,this perfect massive degree saving,fuel,14,74,4.357142857,6,0.5,offer,0.992251754
300,HSBC Bank Credit Card,on spending done first 60 day issuance 10 cashback,cashback,17,83,3.941176471,5,0.25,benefit,0.987455547
301,State Bank of India Credit Card,on spending done,reward,12,60,4.083333333,4,0,benefit,0.985655069
