ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
"@HDFC_Bank @HDFCBank_Cares
I purchased product from @amazonIN @amazon but later i found other good product so I can  ",21-01-2022 14:15,FALSE,0,0,1,hdfc,Delhi,India,FALSE
Hello @HDFCBank_Cares i have my paid my full due balance before due date of my hdfc credit card but you charged me  ,21-01-2022 15:17,FALSE,0,1,0,hdfc,Delhi,India,FALSE
"@HDFC_Bank 
@HDFCBank_Cares 
I applied for @HDFC_Bank credit card 22 days ago, but there is no response...",21-01-2022 16:35,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"I have Hdfc Diner Black credit card, haven't received annual benefits from past one month. Case-HDF865530, still no  ",21-01-2022 16:52,FALSE,0,2,1,hdfc,Delhi,India,FALSE
"I have Hdfc Diner Black credit card, haven't received annual benefits from past one month. Case-HDF865530, still no  ",21-01-2022 16:52,FALSE,0,3,1,hdfc,Delhi,India,FALSE
@AxisBank I received a call from one of axis Bank executive month ago she said my credit card is getting updated an  ,21-01-2022 17:29,TRUE,1,0,0,Axis,Delhi,India,FALSE
"@HDFC_Bank @HDFCBank_Cares Taking Diners Privilege Credit Card seems to be mistake,everyday there is a sms &amp; mail s  ",21-01-2022 17:44,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
"@moloised @MeghaCh_1990 @Ravisutanjani I know but its too much effort to keep track of cc and debit card both, 
I h  ",22-01-2022 02:25,FALSE,0,2,0,hdfc,Mumbai,India,FALSE
"@moloised @MeghaCh_1990 @Ravisutanjani It may be an hdfc thing, but its one more decision making for me , also i wo  ",22-01-2022 02:28,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@santosh2602  Hello, thank you for your interest in opening a new ICICI Bank credit card. This can absolutely be do  ",22-01-2022 03:14,FALSE,0,0,1,icici,Mumbai,India,FALSE
Thanks for cheating customer of valuable money without using or giving service to customers get well soon axis bank  ,22-01-2022 04:11,FALSE,0,0,1,Axis,Mumbai,India,FALSE
@SBICard_Connect Dear SBI card I am facing some problem is my credit card. Customer care is not reaching,22-01-2022 04:23,FALSE,0,0,-1,SBI,Delhi,India,FALSE
Hey @HDFC_Bank I want to close my credit card permanently. Please help me out.,22-01-2022 05:06,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFCBank_Cares @SBICard_Connect @RBI @CarebyHDFC_HL @HDFC_Bank We have made payment for HDFC credit card on 6th Ja  ,22-01-2022 05:06,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFCBank_Cares @HDFC_Bank my credit card due amount showing higher than I expected. Will you please help me why it  ,22-01-2022 05:10,FALSE,0,1,0,hdfc,Mumbai,India,FALSE
@AxisBankSupport Credit card applied from @Flipkart after receiving got my gift card through SMS which is already r  ,22-01-2022 05:11,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"This is really amazing offer so
Don't miss this opportunity get 10% cashback on sbi credit card. 
JioMartFullPaisaVasoolSale",22-01-2022 05:27,FALSE,0,0,1,SBI,Delhi,India,FALSE
"@ICICIBank after transferring calls to 4 different people &amp; on-call for 1 hour, still the problem is not solved. Li  ",22-01-2022 05:28,FALSE,0,0,-1,icici,Bangalore,India,FALSE
@ICICIBank @ICICIBank_Care now how do you guys expect me to view my ICICI credit card exp and stuff.,22-01-2022 05:29,FALSE,0,0,0,icici,Bangalore,India,FALSE
Big Dhamaka Special January Sale 22nd to 26th January..Get extra 10%Discount on SBI credit card...   ,22-01-2022 05:34,FALSE,0,0,0,SBI,Kolkata,India,FALSE
Guys you can  get 5kg rice and saffola Gold Oil 3 L combo at just 749 and 10% casback on SBI credit card  ,22-01-2022 05:55,FALSE,0,0,1,SBI,Kolkata,India,FALSE
"Mehmaano ke liye Pulao, ab waqt se bhi jald hoga taiyaar. Ab JioMart JioMartFullPaisaVasoolSale mein milega 5kg ri  ",22-01-2022 06:02,FALSE,0,0,0,SBI,Kolkata,India,FALSE
"@HDFC_Bank I have received a SMS from HDFC as ""credit card statement Email bounced. Please update your details"" &amp; l  ",22-01-2022 06:31,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"Hey folks lets not miss the Live sale on jio mart...
You can get 10 % cashback  on SBI credit card.  ",22-01-2022 06:31,FALSE,0,1,0,SBI,Delhi,India,FALSE
"@ICICIBank  Team, Am owning a ICICI Amazon Credit Card. Last month have made the purchase in Flipkart twice both th  ",22-01-2022 06:53,FALSE,0,0,0,icici,Bangalore,India,FALSE
One of the best sale on jio mart on 22 to 26 january guyz dont miss the opportunity .and get an extra cashback on S  ,22-01-2022 07:10,FALSE,0,1,1,SBI,Kolkata,India,FALSE
"@TheOfficialSBI @SBICard_Connect @RBI 
I had not received my credit card nor I had activated my card and I am being  ",22-01-2022 07:29,FALSE,0,0,0,SBI,Bangalore,India,FALSE
@SBICard_Connect theres no way to connect to SBI credit card dept. the IVR does not cover all options. Some good b  ,22-01-2022 07:29,FALSE,0,0,1,SBI,Delhi,India,FALSE
"@AxisBank  i am charged an debit interest of 3402.Previous month i was billed 30,994 i paid 30,000 and forgot to pa  ",22-01-2022 07:49,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@ICICIBank_Care @ICICIBank Hi,1) I purchased iphone where I had an offer of 5000 cashback from ICICI. I was using c  ",22-01-2022 08:07,FALSE,0,0,1,icici,Bangalore,India,FALSE
2) I couldnt get options to do transaction for 139900 on that. Credit limit was 2lakh. As per customer care guidan  ,22-01-2022 08:13,FALSE,0,0,-1,icici,Bangalore,India,FALSE
@AmazonHelp And now the sbi credit card offer has been removed for the oneplus nord 2 so what i will do by taking the refund?,22-01-2022 08:18,FALSE,0,0,1,SBI,Bangalore,India,FALSE
@SBICard_Connect Very pathetic costumer support....they ask me to DM the contact number....but it's been 48 hours s  ,22-01-2022 08:27,FALSE,0,0,-1,SBI,Delhi,India,TRUE
@SBICard_Connect Very pathetic costumer support....they ask me to DM the contact number....but it's been 48 hours s  ,22-01-2022 08:28,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"Even after resolving my credit card issue daily getting 10/20 calls from Axis bank for credit card payment 
Dis is  ",22-01-2022 08:39,TRUE,1,1,-1,Axis,Mumbai,India,FALSE
"@ICICIBank @ICICIBank_Care 
Hello ICICI , Is your system got hacked as I am getting fraud call from your registered  ",22-01-2022 08:52,TRUE,1,0,-1,icici,Mumbai,India,FALSE
Amazon Pay ICICI Bank Credit Card Review  ,22-01-2022 10:03,FALSE,0,0,0,icici,Delhi,India,TRUE
@bhishekkparihar @Ravisutanjani Oh then you should get from any of the credit card providers. Just see which card s  ,22-01-2022 10:46,FALSE,0,0,0,icici,Delhi,India,FALSE
@Flipkart @flipkartsupport Unable to do payments from ICICI Bank credit card for a long time now. Can you pls check  ,22-01-2022 10:54,FALSE,0,0,-1,icici,Bangalore,India,FALSE
"OnePlus Nord 2 5G (8GB RAM, 128GB Storage)@ 26,999 (Effectively).

  ",22-01-2022 11:03,FALSE,0,0,1,Axis,Mumbai,India,FALSE
@TheOfficialSBI Can you have your slaea executive stop calliy and harassing every single day ? I already got my cre  ,22-01-2022 11:30,FALSE,0,0,0,SBI,Bangalore,India,FALSE
"@TheOfficialSBI Dear SBI your credit card recovery agent abusing our family, we have audio recording. Where to complain.",22-01-2022 11:37,TRUE,1,2,0,SBI,Delhi,India,FALSE
"@SBICard_Connect Dear SBI your credit card recovery agent abusing our family, we have audio recording. Where to complain.",22-01-2022 11:39,TRUE,1,1,0,SBI,Delhi,India,FALSE
"SBI Card, SBI has changed my credit card without taking my concern",22-01-2022 12:00,FALSE,0,0,-1,SBI,Bangalore,India,FALSE
@HDFC_Bank credit card charges too high.. wrong charges imposes on customer.. poor customer care service.. too much  ,22-01-2022 12:01,FALSE,0,0,-2,hdfc,Delhi,India,FALSE
"@SBICard_Connect Try resolving d issue constructively, we dont need your person 2 contact w/o resolution. The same  ",22-01-2022 12:27,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
@ICICIBank @sandeepbakhshi  @headservicequality@icici bank @self.amazonpaycc@icicibank.com  I would like to inform  ,22-01-2022 12:45,FALSE,0,0,1,icici,Delhi,India,FALSE
"@HDFC_Bank 
This is regarding my credit card ending with 3821 where hidden charges levied in my card as finance cha  ",22-01-2022 12:54,FALSE,0,1,0,hdfc,Delhi,India,FALSE
"OnePlus Nord 2 5G (8GB RAM, 128GB Storage)@ 26,999 (Effectively).

  ",22-01-2022 13:08,FALSE,0,0,1,Axis,Delhi,India,FALSE
@HDFCBank_Cares @HDFC_Bank in HDFC website it is mentioned that HDFC Regalia Credit card will be lifetime free on s  ,22-01-2022 13:17,FALSE,0,0,1,hdfc,Kolkata,India,FALSE
@SBICard_Connect Was trying to reach to SBI credit card customer care since 45 mins and still IVR asking me to hold up!,22-01-2022 14:47,FALSE,0,0,0,SBI,Bangalore,India,FALSE
"@HDFCBank_Cares @HDFC_Bank 137733940, kindly remove extra charge from credit card, linked with this cust id.. @RBI",22-01-2022 15:16,FALSE,0,0,1,hdfc,Delhi,India,FALSE
@RohitTuli84 Sir do something for @SBICard_Connect @SBIofficial @HDFC_Bank they are also harrashing is there any la  ,22-01-2022 15:54,TRUE,4,4,0,hdfc,Mumbai,India,FALSE
Dear SBI Card is there any jok going on when I said I don't need your credit card then why you guys not close my cr  ,22-01-2022 16:02,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@AxisBankSupport Got my New Axis Bank Credit Card but since 15 days, I m trying to login in Axis Bank Mobile App, t  ",22-01-2022 16:32,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport Very bad response from the Axis Bank Credit Card team, not able to login in Axis Mobile App. after  ",22-01-2022 16:36,FALSE,0,0,-1,Axis,Delhi,India,FALSE
Hi. @HDFCBank_Cares @HDFC_Bank . The issue is related to credit card vouchers. Initially while getting the new card  ,22-01-2022 16:49,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares I am charged late payment fee on my credit card even after the customer care executive told me I wo  ,22-01-2022 17:50,TRUE,2,2,0,hdfc,Bangalore,India,FALSE
@AxisBank @AxisBankSupport My flipkart axis credit card doesnt have online transaction activated. Tried calling cu  ,22-01-2022 17:55,FALSE,0,0,0,Axis,Delhi,India,FALSE
@HDFC_Bank I am charged late payment fee on my credit card even after the customer care executive told me I wont b  ,22-01-2022 17:56,TRUE,1,2,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank i sent a letter to your chennai address for deactivation of my credit card that O never received.  I got  ,22-01-2022 18:05,FALSE,0,1,0,hdfc,Delhi,India,FALSE
@Flipkart Not able to place order while trying for last 1hr in last day of sale. Don't want to loose on ICICI Bank  ,22-01-2022 18:21,FALSE,0,0,-1,icici,Kolkata,India,FALSE
Rannvijay Singh standing outside SharkTankIndia with his @upGrad_edu promo like those guys at Delhi Metro stations  ,22-01-2022 18:41,TRUE,1,0,1,SBI,Delhi,India,FALSE
"@RBI 
Living in Life,Asked for Death Certificate,SBI Credit Card Department,Some Health Issue,,Not Paid for Credit  ",23-01-2022 03:08,FALSE,0,0,-1,SBI,Bangalore,India,FALSE
@HDFC_Bank credit card customers beware! @BYJUS @BYJUS cheaters are calling and making false pitch and selling pro  ,23-01-2022 05:16,FALSE,0,0,-2,hdfc,Delhi,India,FALSE
"@RBI @TheOfficialSBI @GoI_MeitY @IncomeTaxIndia @bihar_police @SBICard_Connect 
Sir 
SBI credit card customer care  ",23-01-2022 05:37,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AxisBankSupport I had applied for Flipkart Axis Bank credit card almost15 days ago. All procedure completed. Even  ,23-01-2022 06:00,FALSE,0,0,0,Axis,Delhi,India,FALSE
@ICICIBank Dear Team Im 4 credit card holding in icici bank. But my limit is only 60k. All cards with shared limit  ,23-01-2022 06:14,FALSE,0,0,-2,hdfc,Delhi,India,FALSE
@ICICIBank Dear Team Im 4 credit card holding in icici bank. But my limit is only 60k. All cards with shared limit  ,23-01-2022 06:14,FALSE,0,0,-2,icici,Delhi,India,FALSE
@HDFC_Bank i have hdfc moneyback+ credit card. how to get customer id to login in app?,23-01-2022 06:25,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@ICICIBank @ICICIBank_Care @ICICI_Direct @dk_icici @RBI @CIBIL_Official  icici bank is worst bank which I use in my  ,23-01-2022 06:52,FALSE,0,0,-1,icici,Delhi,India,FALSE
@ICICIBank_Care @ICICIBank  IHMCL Not able to recharge ICICI FASTag a/c by using ICICI corporate credit card sinc  ,23-01-2022 07:48,FALSE,0,0,0,icici,Mumbai,India,FALSE
@AadhaarLies @RBI @ICICIBank @odrindia @IMPraveenDalal @FinMinIndia @DasShaktikanta @_Perry4Law @_PTLB @RBIsays  ,23-01-2022 07:53,TRUE,3,1,0,icici,Delhi,India,FALSE
SBI CREDIT  CARD SECTION IS VERY WOREST SERVICE I GIVE CLOSING LETTER TO BANK TILL SBI CARD NOT CLOSED .,23-01-2022 07:53,FALSE,0,0,0,SBI,Bangalore,India,FALSE
"@HDFC_Bank @HDFCBank_Cares I am using Hdfc credit card, my card blocked without any reason since last 10 days. Not  ",23-01-2022 08:38,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@AxisBankSupport The issue is unresolved. Just tried making the payment and it shows the following error screen (ch  ,23-01-2022 09:19,FALSE,0,0,-3,Axis,Bangalore,India,FALSE
@TechnoFino How do you have 4 axis bank credit cards ? Maximum card hold limit is 3,23-01-2022 09:36,FALSE,0,0,-1,Axis,Kolkata,India,FALSE
@HDFC_Bank How to cancel my credit card. I have paid my all outstanding amount. On net banking the option is not coming,23-01-2022 10:50,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
@SBICard_Connect in have an issue with the total amount due in the monthly statement of my SBI Simply Save Credit C  ,23-01-2022 12:08,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
"@HDFC_Bank After lockdown I am not getting hard copy of my credit card statement from you.  I am 72 years old, I ca  ",23-01-2022 12:26,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
@AxisBank @Flipkart I was just exploring the Flipkart -Axis bank credit card- I have not applied for it. I am getti  ,23-01-2022 12:52,FALSE,0,0,0,Axis,Mumbai,India,FALSE
I have applied for a credit card decade back. Even the Physical &amp; call verification was done on time. But I havent  ,23-01-2022 12:54,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@ICICIBank_Care I have an Amazon Pay ICICI Credit card and from past few days I am trying to do a transaction via b  ,23-01-2022 14:23,FALSE,0,0,0,icici,Mumbai,India,FALSE
@HDFC_Bank my complaint to credit card division for wrongfully charge electric payment not yet solved even after su  ,23-01-2022 15:36,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"Hello HDFC team, I am totally disappointed with the Banks behaviour as I have been approved with a credit card in  ",23-01-2022 16:29,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
"@TheOfficialSBI @SBICard_Connect @sbi
Even after multiple escalations, there is no resolution, credit card is not b  ",23-01-2022 16:46,FALSE,0,0,0,SBI,Mumbai,India,FALSE
The new process of card activation the code recieve with credit card insert in control centre inside domestic usage  ,23-01-2022 18:15,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"I have checked HDFC Website, mentioned eligible for HDFC Millennia Credit Card for more than 25000 INR salary. But  ",23-01-2022 20:24,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
OLA Money SBI Credit Card Review  ,24-01-2022 00:03,FALSE,0,0,0,SBI,Delhi,India,FALSE
OLA Money SBI Credit Card Review  ,24-01-2022 00:03,FALSE,0,0,0,SBI,Delhi,India,TRUE
@HDFC_Bank @HDFCBank_Cares I did not receive my credit card . Please help me .,24-01-2022 04:42,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@AxisBank @AxisBankSupport : This number, a woman named Seema identifying herself from Axis Bank, Worli branch is f  ",24-01-2022 05:27,TRUE,1,1,0,Axis,Mumbai,India,FALSE
"How icici bank services has worsened so much?
From Last two days I'm trying to reach credit card department.  ",24-01-2022 05:37,FALSE,0,1,0,icici,Kolkata,India,FALSE
@TheOfficialSBI My mom went to her branch and SBI employee fraudulently made her sign up for a new credit card stat  ,24-01-2022 06:09,FALSE,0,0,0,SBI,Mumbai,India,FALSE
@SBICard_Connect your representative 9339093514 told me to post images on Twitter of all the payments I have made f  ,24-01-2022 06:33,FALSE,0,0,0,SBI,Delhi,India,FALSE
"Applied for credit card Credit card has been rejected Reason not given

Name Shuaib
My Contact No 7060262010
Csc cu  ",24-01-2022 06:45,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@HDFC_Bank will anyone here tell me what numbers I need to keep pressing to talk to an executive regarding smart pa  ,24-01-2022 07:30,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares  I have applied for hdfc millennia credit card online and my application reference no is 22A0704365  ,24-01-2022 07:51,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank I have a regalia credit card. I have got 4 transactions done and was applying for Priority pass. After e  ,24-01-2022 08:27,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
Your Axis Bank Credit Card was booked on 24-JAN-22 and will be delivered by BLUEDART 39339496711 to pincode 401208M  ,24-01-2022 08:57,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@SBICard_Connect 
Sir Sbi Credit card Application No. 250161300344. Please updet status",24-01-2022 08:57,FALSE,0,0,0,SBI,Delhi,India,FALSE
@TheOfficialSBI every time i got call from my branch for card approval when i visit the branch they will tell they  ,24-01-2022 09:12,FALSE,0,0,1,SBI,Bangalore,India,FALSE
@SBICard_Connect I want to close my sbi credit card  bcz your customer service is very poor  they not resolve my pr  ,24-01-2022 09:37,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"Apple iPhone 13 (128GB) @68990 ( Effectively )

 ",24-01-2022 10:18,FALSE,0,0,1,icici,Delhi,India,FALSE
"Apple iPhone 13 (128GB) @68990 ( Effectively )

 ",24-01-2022 10:18,FALSE,0,0,1,SBI,Delhi,India,FALSE
"Hello @SBICard_Connect, @SBICard_Connect,I have an issues with sbi cards.
From last 2 months someone apply credit c  ",24-01-2022 10:48,FALSE,0,0,-1,SBI,Delhi,India,FALSE
@SBICard_Connect I have sbi simply click credit card whose last date of payment was 24 january 2022 so i paid it on  ,24-01-2022 11:21,FALSE,0,0,0,SBI,Kolkata,India,FALSE
